licence_numbers,business_name,name_of_license,premise_address,trimmed_address,latitude,longitude
SW07481A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"28 DOVER CRESCENT #01-83, MULTI STOREY CAR PARK S(130028)",28 DOVER CRESCENT ,1.30446092675742,103.781779696748
SW07E27X000,KINGSMART,KINGSMART PTE. LTD.,"30 30 PENJURU PLACE, 01-07, S(608557)","30 30 PENJURU PLACE, 01-07, S(608557)",1.29849650843341,103.85040674806
SW08807K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"154 WEST COAST ROAD, WEST COAST PLAZA S(127371) #B1-19","154 WEST COAST ROAD, WEST COAST PLAZA S(127371) ",1.30362457527941,103.765858386923
SW08821N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"140 TECK WHYE LANE #01-351, S(680140)",140 TECK WHYE LANE ,1.38001805825626,103.753148377762
SW08907C000,GOWRIS GLOBAL MARKETING,GOWRI'S GLOBAL MARKETING PTE. LTD.,"555 UPPER JURONG ROAD #01-02, S(638368)",555 UPPER JURONG ROAD ,1.32882041921836,103.677161735755
SW08A55C000,CHD @ SOON LEE,CHD @ SOON LEE PTE. LTD.,"51 SOON LEE ROAD #01-51A, S(628088)",51 SOON LEE ROAD ,1.33212291013902,103.699070261789
SW08A59X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"63 JURONG WEST CENTRAL 3, JURONG POINT SHOPPING CENTRE S(648331) #03-01","63 JURONG WEST CENTRAL 3, JURONG POINT SHOPPING CENTRE S(648331) ",1.33931504032005,103.705350996191
SW09032C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"21 CHOA CHU KANG NORTH 6 #B1-01-07, YEW TEE POINT S(689578)",21 CHOA CHU KANG NORTH 6 ,1.39708432396576,103.746598000147
SW09133X000,LOCH GROCER,LOCH GROCER PTE. LTD.,"503 JURONG WEST AVENUE 1 #01-847, S(640503)",503 JURONG WEST AVENUE 1 ,1.34995541462242,103.71770480961
SW09285K000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"61 CHOA CHU KANG DRIVE #01-01, YEW TEE MRT STATION S(689715)",61 CHOA CHU KANG DRIVE ,1.39712886294116,103.747329717481
SW09288C000,SADIA SUPERMARKET & TRADING,SADIA SUPERMARKET & TRADING (S) PTE. LTD.,"14 TECH PARK CRESCENT #01-02, S(638118)",14 TECH PARK CRESCENT ,1.3106942813709,103.630190012756
SW09426V000,phang nee,PHANG NEE ENTERPRISE PTE. LTD.,"2D JALAN PAPAN #01-04, S(619415)",2D JALAN PAPAN ,1.32078790897488,103.729751330059
SW09752V000,-,LAMIAH ENTERPRISE PTE. LTD.,"5 TECH PARK CRESCENT #01-02, S(638127)",5 TECH PARK CRESCENT ,1.31146788847722,103.630340020449
SW10780J000,SHARBESUWARY EXPRESS MART,SHARBESUWARY PTE. LTD.,"32 TUAS VIEW SQUARE #01-02, S(637778)",32 TUAS VIEW SQUARE ,1.29865806391236,103.62808808355
SW10A16E000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL S(129588) #B1-12/13/14","3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL S(129588) ",1.31496652285558,103.764270467593
SW11146X000,YS LOGISTICS (S),YS LOGISTICS (S) PTE. LTD.,"15 JALAN TEPONG #03-02, JURONG FOOD HUB S(619336) (PART OF - LEFT SUB-UNIT),",15 JALAN TEPONG ,1.30873854530926,103.722355914825
SW11423N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"18 TECK WHYE LANE #01-95, S(680018)",18 TECK WHYE LANE ,1.37829768797221,103.754071398872
SW11452C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"78A TELOK BLANGAH STREET 32 #01-01, MULTI STOREY CAR PARK S(101078)",78A TELOK BLANGAH STREET 32 ,1.27332805980948,103.808952023637
SW11512N000,KOLEE SUPERMARKETS,KEK HONG HENG,"23 PENJURU WALK #03-81, CASSIA@PENJURU S(608537)",23 PENJURU WALK ,1.31800980644852,103.73194890136
SW11A26P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"460 ALEXANDRA ROAD, MTOWER S(119963) #01-09 & #01-16","460 ALEXANDRA ROAD, MTOWER S(119963) ",1.27414893629254,103.801399416665
SW12C98J000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"2 JURONG EAST CENTRAL 1 #B1-12, JCUBE S(609731)",2 JURONG EAST CENTRAL 1 ,1.33335548871256,103.740182040775
SW12F58E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"352 CLEMENTI AVENUE 2 #01-141, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120352)",352 CLEMENTI AVENUE 2 ,1.31427860227337,103.771350557894
SW12G70J000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"101 CLEMENTI ROAD #01-01, KENT VALE ESTATE, NUS S(129787)",101 CLEMENTI ROAD ,1.30176130472397,103.769369391763
SW12G71E000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 COVE AVENUE, SENTOSA COVE ARRIVAL PLAZA S(098537) #02-07/08/09/10","1 COVE AVENUE, SENTOSA COVE ARRIVAL PLAZA S(098537) ",1.24929537923786,103.84245545438
SW12H20A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"498 JURONG WEST STREET 41, #01-434/436/438 S(640498) #01-434/436/438","498 JURONG WEST STREET 41, ",1.34833335760515,103.724307319237
SW12J94X000,J MART,TANESEI TRADING PTE. LTD.,"1 VISTA EXCHANGE GREEN #B1-28, THE STAR VISTA S(138617)",1 VISTA EXCHANGE GREEN ,1.30681500712523,103.788462732266
SW12J97L000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 VISTA EXCHANGE GREEN, THE STAR VISTA S(138617) #B1-35/36 AND 02","1 VISTA EXCHANGE GREEN, THE STAR VISTA S(138617) ",1.30627534823257,103.790363200126
SW12L48X000,AJMAL TRADE MART,AJMAL TRADE MART PTE. LTD.,"12 KRANJI ROAD, KRANJI LODGE ONE S(739522) 1ST STOREY","12 KRANJI ROAD, KRANJI LODGE ONE S(739522) 1ST STOREY",1.42499380325561,103.744619643015
SW12M64L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"25 GHIM MOH LINK #01-11, S(270025)",25 GHIM MOH LINK ,1.30811886342473,103.786049384646
SW12M67E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"420A CLEMENTI AVENUE 1 #01-01, S(121420)",420A CLEMENTI AVENUE 1 ,1.30973331229192,103.76863729776
SW12N25V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"31 OCEAN WAY #01-26/27, QUAYSIDE ISLE, SENTOSA S(098375)",31 OCEAN WAY ,1.24706997908317,103.842182970325
SW12O05A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"502 WEST COAST DRIVE #01-41, S(120502)",502 WEST COAST DRIVE ,1.31190695723944,103.759128018939
SW13245V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 LOWER KENT RIDGE ROAD #02-16, ONE@KENTRIDGE S(119082)",1 LOWER KENT RIDGE ROAD ,1.2935128771923,103.7846855811
SW13Q24X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",280 BUKIT BATOK EAST AVENUE 3 ,1.34762239826035,103.757150072517
SW13T12J000,FAIRPRICE XTRA,NTUC FAIRPRICE CO-OPERATIVE LTD,"50 JURONG GATEWAY ROAD #B1-21/22, JEM S(608549)",50 JURONG GATEWAY ROAD ,1.33332819303974,103.743359442234
SW13W88P000,HAO MART,HAO MART PTE. LTD.,"3 GATEWAY DRIVE #B2-01, WESTGATE S(608532)",3 GATEWAY DRIVE ,1.33415752008876,103.742766489597
SW14017K000,SHAFEN SUPERMARKET & TRADING,SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,"18 TOH GUAN ROAD EAST #02-02, BLK 28, WESTLITE DORMITORY (TOH GUAN) S(608596)",18 TOH GUAN ROAD EAST ,1.33581675199731,103.751416959817
SW14484J000,SRI MURUGAN TRADING,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",48 TOH GUAN ROAD EAST ,1.33677373268472,103.75436219411
SW14542A000,HILLVIEW MARKET PLACE,COLD STORAGE SINGAPORE (1983) PTE LTD,"4 HILLVIEW RISE #02-07, HILLV2 S(667979)",4 HILLVIEW RISE ,1.36267450828024,103.76417292006
SW14633X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"2 BUKIT BATOK WEST AVENUE 7 #01-10, HomeTeamNS BUKIT BATOK CLUBHOUSE S(659003)",2 BUKIT BATOK WEST AVENUE 7 ,1.36577391240463,103.748520902563
SW14718K000,AJMAL SUPERMART,AJMAL SUPER MART PTE. LTD.,"70 TUAS SOUTH AVENUE 1 #01-40, TUAS VIEW DORMITORY S(637285)",70 TUAS SOUTH AVENUE 1 ,1.312703972078,103.626129413176
SW14824J000,shinva agro foods,SHINVA AGRO FOODS PTE. LTD.,"11 TECH PARK CRESCENT #01-03, S(638121)",11 TECH PARK CRESCENT ,1.31100240690691,103.631572303038
SW14951X000,WAREHOUSE CLUB,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JOO KOON CIRCLE #03-21, FAIRPRICE HUB S(629117)",1 JOO KOON CIRCLE ,1.32460664929081,103.678096359775
SW14A33P000,VINAYAK TRADERS,VINAYAK TRADERS PTE. LTD.,"27 PENJURU WALK #01-08/09, PENJURU RECREATION CENTRE S(608538)",27 PENJURU WALK ,1.31865728379443,103.733152140767
SW14A98C000,Gurus Supermarket,GURU'S MARKETING PTE. LTD.,"27 PENJURU WALK #01-15, PENJURU RECREATION CENTRE S(608538)",27 PENJURU WALK ,1.31865728379443,103.733152140767
SW15051V000,archana,ARCHANA PROVISION STORES PTE. LTD.,"27 PENJURU WALK #01-06/07, PENJURU RECREATION CENTRE S(608538)",27 PENJURU WALK ,1.31865728379443,103.733152140767
SW15681P000,NSP SUPER MART,NPS IMPEX PTE. LTD.,"21 TUAS VIEW SQUARE, (PART OF) S(637640) (PART OF)","21 TUAS VIEW SQUARE, (PART OF) S(637640) (PART OF)",1.28978063825598,103.635893200106
SW15796X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"533 CHOA CHU KANG STREET 51 #01-11, LIMBANG SHOPPING CENTRE (HDB) S(680533)",533 CHOA CHU KANG STREET 51 ,1.39207387937105,103.743099576162
SW15968N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"37 TEBAN GARDENS ROAD, #01-304/305/306 S(600037) #01-304/305/306","37 TEBAN GARDENS ROAD, ",1.32053143645806,103.742652199249
W74072X000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"8 TELOK BLANGAH CRESCENT #01-171, S(090008)",8 TELOK BLANGAH CRESCENT ,1.27779539068994,103.819341303524
SW15D03B000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"50 NANYANG AVENUE #NS3-01-27,#NS3-01-28,#NS3-01-26, NORTH SPINE , NTU S(639798)",50 NANYANG AVENUE ,1.34421841586272,103.680152218583
SW16126J000,TUAS SOUTH MINIMART,TUAS SOUTH MINIMART PTE. LTD.,"6 TUAS SOUTH STREET 15 #01-102,#01-109,#01-110,#01-111, CDPL (TUAS) DORMITORY S(636906)",6 TUAS SOUTH STREET 15 ,1.27067711513742,103.636144793048
SW16224E000,NAWAS GLOBAL,NAWAS GLOBAL PTE. LTD.,"3 TUAS SOUTH STREET 12 #01-16, TUAS SOUTH DORMITORY S(636947)",3 TUAS SOUTH STREET 12 ,1.27164225840049,103.63351227878
SW16735N000,-,GURU'S MARKETING PTE. LTD.,"1 JALAN PAPAN #01-32,#01-31, S(619392)",1 JALAN PAPAN ,1.32087635946694,103.727545977964
SW16814X000,VINAYAK TRADERS,VINAYAK TRADERS PTE. LTD.,"1 JALAN PAPAN #01-33,#01-34, S(619392)",1 JALAN PAPAN ,1.32087635946694,103.727545977964
SW16815P000,-,PHAN NEE INVESTMENTS (S) PTE. LTD.,"500 OLD CHOA CHU KANG ROAD #01-02, S(698928)",500 OLD CHOA CHU KANG ROAD ,1.37761084648511,103.718403750945
SW16901A000,SADIA SUPERMARKET & TRADING,SADIA SUPERMARKET & TRADING (S) PTE. LTD.,"12 TUAS SOUTH STREET 13 #01-20/21, S(636937)",12 TUAS SOUTH STREET 13 ,1.27019585421212,103.634479625194
SW16921N000,CHENNAI TRADING & SUPERMARKET,CHENNAI TRADING & SUPERMART PTE. LTD.,"1 JALAN PAPAN #01-35,#01-36, S(619392)",1 JALAN PAPAN ,1.32087635946694,103.727545977964
SW16942C000,POPULAR SUPERMARKET,POPULAR SUPERMARKET PTE. LTD.,"12 TUAS SOUTH STREET 13 #01-18/19, S(636937)",12 TUAS SOUTH STREET 13 ,1.27019585421212,103.634479625194
SW16B52K000,AJMAL TRADING GROUP,AJMAL  TRADING GROUP PTE. LTD.,"5 JALAN PAPAN #01-32, ASPRI-WESTLITE PAPAN S(619396)",5 JALAN PAPAN ,1.32208995883205,103.727498222218
SW16D52V000,U Stars Supermarket,U STARS PTE. LTD.,"810 CHOA CHU KANG AVENUE 7 #01-01, MULTI STOREY CAR PARK S(680810)",810 CHOA CHU KANG AVENUE 7 ,1.3740546176425,103.746160942106
SW16D83E000,FAIRPRICE SHOP,NTUC FAIRPRICE CO-OPERATIVE LTD,"249 JURONG EAST STREET 24 #01-106, S(600249)",249 JURONG EAST STREET 24 ,1.34256242291848,103.739259690369
SW16E98J000,PHANNEE SUPERMART,PHAN NEE INVESTMENTS (S) PTE. LTD.,"500 OLD CHOA CHU KANG ROAD #01-21, S(698924)",500 OLD CHOA CHU KANG ROAD ,1.37761084648511,103.718403750945
SW16H70N000,MALAR MARKETING,MALAR MARKETING PTE. LTD.,"69 TUAS SOUTH AVENUE 1 #01-02, SEATOWN INDUSTRIAL CENTRE S(637589)",69 TUAS SOUTH AVENUE 1 ,1.31335079454993,103.627473853217
SW17592A000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"50 JURONG GATEWAY ROAD #B1-43,#B1-44, JEM S(608549)",50 JURONG GATEWAY ROAD ,1.33332819303974,103.743359442234
SW17728C000,U STARS MEGAMART,U STARS PTE. LTD.,"817 KEAT HONG LINK #01-14, MULTI STOREY CAR PARK S(680817)",817 KEAT HONG LINK ,1.37754385007462,103.749700036701
SW17E56V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 FUSIONOPOLIS WAY #B2-03, CONNEXIS S(138632)",1 FUSIONOPOLIS WAY ,1.2995985718601,103.787640882653
SW18581V000,THE QUALITYMART DEPOT,THE QUALITYMART DEPOT PTE. LTD.,"180 DEPOT ROAD #01-04, INTERLACE, THE S(109684)",180 DEPOT ROAD ,1.28220135422008,103.803023756097
SW18715E000,SEOUL BUTCHERY,SEOUL BUTCHERY PTE. LTD.,"13 YUK TONG AVENUE, CHUN TIN COURT S(596318)","13 YUK TONG AVENUE, CHUN TIN COURT S(596318)",1.34207496392367,103.774632794309
SW18A30L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"440 BUKIT BATOK WEST AVENUE 8 #01-10, MULTI STOREY CAR PARK S(650440)",440 BUKIT BATOK WEST AVENUE 8 ,1.35572308109486,103.739303105372
SW18A40J000,GIANT EXPRESS,COLD STORAGE SINGAPORE (1983) PTE LTD,"35 STUDENTS WALK, NTU CANTEEN 2 S(639548)","35 STUDENTS WALK, NTU CANTEEN 2 S(639548)",1.29728790880211,103.665575831243
SW18B79P000,-,MURUGAN TRADERS PTE. LTD.,"9 TRACTOR ROAD, S(627970)","9 TRACTOR ROAD, S(627970)",1.32320453349318,103.708221220221
SW18F69X000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"451 BUKIT BATOK WEST AVENUE 6 #01-10, MULTI STOREY CAR PARK S(650451)",451 BUKIT BATOK WEST AVENUE 6 ,1.35303717968525,103.743942567711
SW19707V000,BALU SUPERMARKET,BALU SUPER MARKET PTE. LTD.,"14 TUAS AVENUE 1 #01-01, JTC SPACE @ TUAS S(639499)",14 TUAS AVENUE 1 ,1.32148166449156,103.660952805443
SW19869J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"292 BUKIT BATOK EAST AVENUE 6 #01-02, MULTI STOREY CAR PARK S(650292)",292 BUKIT BATOK EAST AVENUE 6 ,1.34447136304156,103.755394615486
SW19934B000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"1 HARBOURFRONT WALK #B2-23A, VIVO CITY S(098585)",1 HARBOURFRONT WALK ,1.26434458658544,103.822476140505
SW19A15B000,NIHI MINI MART,NIHI PTE. LTD.,"8 TECH PARK CRESCENT #01-00, S(638124)",8 TECH PARK CRESCENT ,1.31097333406367,103.629405094456
SW19G50C000,LAMIAH MINIMART,LAMIAH ENTERPRISE PTE. LTD.,"40 TUAS VIEW SQUARE #01-03, LANDBASE INDUSTRIAL BUILDING S(637779)",40 TUAS VIEW SQUARE ,1.30047659570156,103.628812327397
W02065N000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"101 THOMSON ROAD #B1-52, UNITED SQUARE S(307591)",101 THOMSON ROAD ,1.31742800767635,103.843670754851
W02066L000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"211 HOLLAND AVENUE #01-05, HOLLAND ROAD SHOPPING CENTRE S(278967)",211 HOLLAND AVENUE ,1.31027747574118,103.795371163103
W02068J000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 KIM SENG PROMENADE #B1-139,#B1-140,#B1-141, GREAT WORLD CITY S(237994)",1 KIM SENG PROMENADE ,1.29380235105066,103.831757911057
W02070V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"290 ORCHARD ROAD #B1-14/15, THE PARAGON S(238859)",290 ORCHARD ROAD ,1.30371084737898,103.83526664484
W02071X000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"391A ORCHARD ROAD #B2-01, NGEE ANN CITY TOWER A S(238873)",391A ORCHARD ROAD ,1.30242417189411,103.834676124723
W02072P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"302 TIONG BAHRU ROAD #B1-01, TIONG BAHRU PLAZA S(168732)",302 TIONG BAHRU ROAD ,1.28633177192832,103.827550771424
W02073N000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"163 TANGLIN ROAD #B1-02/03, TANGLIN MALL S(247933)",163 TANGLIN ROAD ,1.30485342102105,103.823883490852
W02074L000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"238 THOMSON ROAD #01-27,#01-28,#01-29,#01-30,#01-82,#01-83, NOVENA SQUARE S(307683)",238 THOMSON ROAD ,1.32021100706836,103.843656761867
W02075K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"230 VICTORIA STREET #B1-16, BUGIS JUNCTION S(188024)",230 VICTORIA STREET ,1.29981260775979,103.855955399263
W02076J000,fish supplier,HONG HENG SENG,"5 BANDA STREET #03-92, S(050005)",5 BANDA STREET ,1.28119737026913,103.843437320613
W02078C000,ISETAN,ISETAN (SINGAPORE) LIMITED,"350 ORCHARD ROAD #B1-00, SHAW HOUSE S(238868)",350 ORCHARD ROAD ,1.30580981580562,103.831507365654
W02080P000,Market Place,COLD STORAGE SINGAPORE (1983) PTE LTD,"252 NORTH BRIDGE ROAD #B1-01, RAFFLES CITY SHOPPING CENTRE S(179103)",252 NORTH BRIDGE ROAD ,1.29376028134073,103.852768324281
W02081N000,thai supermarket,Loh Nyen Yiu,"5001 BEACH ROAD #02-64, GOLDEN MILE COMPLEX S(199588)",5001 BEACH ROAD ,1.30277120559217,103.865172135039
W02083K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"166 BUKIT MERAH CENTRAL #01-3527, BUKIT MERAH AREA OFFICE S(150166) 02-3531",166 BUKIT MERAH CENTRAL ,1.28309262574973,103.817667202598
W02086C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"50 HAVELOCK ROAD #01-755, S(160050)",50 HAVELOCK ROAD ,1.2897647546758,103.826802915076
W02088A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"68 ORCHARD ROAD #B2-15/16, PLAZA SINGAPURA S(238839)",68 ORCHARD ROAD ,1.30083413030923,103.845072743164
W02092J000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"5 TANJONG PAGAR PLAZA #01-01, S(081005)",5 TANJONG PAGAR PLAZA ,1.27624052001347,103.843006115698
W02096A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"81 CLEMENCEAU AVENUE #02-18, S(239917)",81 CLEMENCEAU AVENUE ,1.29225958503296,103.842561023913
W02100V000,-,NG CHAI SENG,"109 BUKIT PURMEI ROAD #01-155, S(090109)",109 BUKIT PURMEI ROAD ,1.27392939929265,103.825310761145
W02140C000,HAO MART,HAO MART PTE. LTD.,"200 TURF CLUB ROAD #01-01, THE GRANDSTAND S(287994)",200 TURF CLUB ROAD ,1.33759373277131,103.793707423659
W02239E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"131 KILLINEY ROAD #01-01,02, ORCHARD GRAND COURT S(239571)",131 KILLINEY ROAD ,1.29731616717126,103.838541255824
W02332N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"52 CHIN SWEE ROAD #01-25, S(160052)",52 CHIN SWEE ROAD ,1.28708278284998,103.841580109275
W02430L000,THE FISHWIVES,THE FISHWIVES PTE. LTD.,"501 BUKIT TIMAH ROAD #01-05B, CLUNY COURT S(259760) (PART OF)",501 BUKIT TIMAH ROAD ,1.32257316934913,103.814245542255
W03142N000,Mustafa Singapore,MUSTAFA HOLDINGS PTE LTD,"147 SYED ALWI ROAD, S(207706)","147 SYED ALWI ROAD, S(207706)",1.30975299910627,103.855701473372
W70029L000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"170 STIRLING ROAD #01-1147, S(140170)",170 STIRLING ROAD ,1.29091128182876,103.803120797076
W72014K000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"86 REDHILL CLOSE #01-610, S(150086)",86 REDHILL CLOSE ,1.2869200622963,103.818673592235
W89166E000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"176 ORCHARD ROAD #B1-09/11, CENTREPOINT SHOPPING COMPLEX S(238843)",176 ORCHARD ROAD ,1.30151446722773,103.840054426935
W90084A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"133 NEW BRIDGE ROAD #B1-01, CHINATOWN POINT S(059413)",133 NEW BRIDGE ROAD ,1.28499882847401,103.844697081142
